athens-1000.jpg,0.238377,0.699623,0.0549969,0.0211069
athens-1001.jpg,0.241477,0.690531,0.0549452,0.0220583
athens-1002.jpg,0.23045,0.663285,0.0492161,0.0219446
athens-1003.jpg,0.232822,0.667067,0.0487703,0.0227695
athens-1004.jpg,0.20798,0.621355,0.0463619,0.0224197
athens-1005.jpg,0.20002,0.596422,0.0464262,0.0219363
athens-1006.jpg,0.185518,0.562293,0.0473656,0.0219552
athens-1007.jpg,0.153706,0.488132,0.0414353,0.0212021
athens-1008.jpg,0.144704,0.459856,0.0413117,0.0220666
athens-1009.jpg,0.142173,0.455177,0.0406316,0.0223701
athens-1010.jpg,0.124127,0.406022,0.0393183,0.0223434
athens-1011.jpg,0.109331,0.362538,0.0374429,0.0218552
athens-1012.jpg,0.0985321,0.320647,0.0385817,0.0203611
athens-1013.jpg,0.0919022,0.283912,0.0395564,0.0201216
athens-1014.jpg,0.0821433,0.251592,0.0361597,0.0181298
athens-1015.jpg,0.0789906,0.249447,0.0345021,0.0179405
athens-1016.jpg,0.0677522,0.211128,0.0320177,0.0158391
athens-1017.jpg,0.0604347,0.183012,0.0309891,0.0130722
athens-1018.jpg,0.0579917,0.176206,0.0287538,0.0124838
athens-1019.jpg,0.0530061,0.175614,0.0237324,0.0105483
athens-1020.jpg,0.0550977,0.210591,0.0214605,0.00919146
athens-1021.jpg,0.0544826,0.216631,0.0203298,0.00860576
athens-1022.jpg,0.0569523,0.2383,0.0184738,0.00738341
athens-1023.jpg,0.0643602,0.279169,0.0180246,0.00710428
athens-1024.jpg,0.0708754,0.311814,0.0185334,0.00748909
athens-1025.jpg,0.0756108,0.326161,0.0186141,0.0076421
athens-1026.jpg,0.0789948,0.333792,0.0187109,0.00779167
athens-1027.jpg,0.0814126,0.34231,0.019023,0.00787465
athens-1028.jpg,0.0828784,0.342681,0.0193663,0.00793003
athens-1029.jpg,0.0850217,0.342274,0.0203631,0.00815161
athens-1030.jpg,0.0813657,0.339348,0.0177953,0.00697747
athens-1031.jpg,0.0833109,0.344808,0.0166004,0.00792566
athens-1032.jpg,0.0785766,0.325718,0.0169245,0.00781994
athens-1033.jpg,0.0765476,0.32105,0.0161241,0.00787414
athens-1034.jpg,0.0755791,0.325174,0.015077,0.00955115
athens-1035.jpg,0.0749199,0.328242,0.014172,0.0114886
athens-1036.jpg,0.0893768,0.413442,0.0140387,0.0156563
athens-1037.jpg,0.109189,0.521618,0.0118201,0.0219462
athens-1038.jpg,0.130487,0.626722,0.00956195,0.0321468
